0,0052901	0,0093026	0,014533	0,021048	0,028867	0,037947	0,048187	0,059425	0,071441	0,083968	0,096701	0,10931	0,12146	0,13283	0,14312	0,15209	0,15953	0,16533	0,16945	0,17192	0,17287	0,17247	0,17099	0,1687	0,16593	0,163	0,16022	0,15787	0,15618	0,15529	0,15529	0,15618	0,15787	0,16022	0,163	0,16593	0,1687	0,17099	0,17247	0,17287	0,17192	0,16945	0,16533	0,15953	0,15209	0,14312	0,13283	0,12146	0,10931	0,096701	0,083968	0,071441	0,059425	0,048187	0,037947	0,028867	0,021048	0,014533	0,0093026	0,0052901
0,0039295	0,0072723	0,011863	0,017869	0,025421	0,034602	0,045431	0,057852	0,071728	0,086835	0,10286	0,11941	0,13601	0,15214	0,16721	0,18063	0,1918	0,20016	0,2052	0,20648	0,20368	0,1966	0,18517	0,16946	0,14973	0,12633	0,099793	0,070741	0,039903	0,0080721	-0,023919	-0,055233	-0,08506	-0,11265	-0,13734	-0,15857	-0,17592	-0,18912	-0,19801	-0,20263	-0,20311	-0,19975	-0,19293	-0,18313	-0,17088	-0,15678	-0,14139	-0,1253	-0,10905	-0,093111	-0,077908	-0,063774	-0,050962	-0,039639	-0,029892	-0,021731	-0,015104	-0,0099049	-0,0059873	-0,0031791
0,012159	0,020565	0,031062	0,04355	0,057783	0,073362	0,089737	0,10622	0,12203	0,13628	0,14809	0,15655	0,16085	0,16031	0,1544	0,1428	0,12546	0,10259	0,074679	0,04248	0,0069968	-0,030559	-0,068823	-0,10633	-0,14161	-0,17322	-0,19985	-0,22037	-0,23391	-0,23988	-0,23803	-0,22842	-0,21147	-0,1879	-0,15871	-0,12511	-0,088476	-0,050276	-0,01199	0,024956	0,059259	0,089794	0,11567	0,13623	0,15113	0,16027	0,16382	0,16219	0,15598	0,14595	0,13293	0,11784	0,10156	0,084931	0,068703	0,053503	0,039818	0,027985	0,018188	0,010472
-0,043779	-0,064114	-0,086446	-0,10977	-0,1329	-0,15451	-0,17324	-0,18776	-0,19689	-0,19966	-0,19541	-0,18386	-0,16513	-0,13979	-0,1088	-0,073531	-0,035645	0,002967	0,040304	0,074373	0,10332	0,12553	0,13976	0,14522	0,14161	0,12918	0,10868	0,081374	0,048931	0,013336	-0,023232	-0,058527	-0,090382	-0,11683	-0,13624	-0,1474	-0,14959	-0,14262	-0,12683	-0,10309	-0,072683	-0,037264	0,0012685	0,040891	0,07958	0,11543	0,14678	0,17226	0,19093	0,20224	0,20609	0,2028	0,19307	0,17787	0,15845	0,13615	0,11236	0,088422	0,065548	0,044747
-0,11755	-0,14581	-0,17087	-0,1909	-0,20426	-0,20969	-0,20637	-0,19406	-0,17307	-0,14434	-0,10936	-0,070051	-0,028717	0,012173	0,050124	0,082801	0,1082	0,12479	0,13163	0,12846	0,1157	0,094457	0,066425	0,033778	-0,00098823	-0,035237	-0,066382	-0,092077	-0,11039	-0,11995	-0,12004	-0,11064	-0,092479	-0,066906	-0,035851	-0,0016516	0,033109	0,065793	0,093903	0,11526	0,12816	0,1315	0,12483	0,10842	0,083196	0,050668	0,012841	-0,027955	-0,069232	-0,10851	-0,14352	-0,17229	-0,19334	-0,20576	-0,20918	-0,20386	-0,19061	-0,17069	-0,14572	-0,11753
0,20089	0,2104	0,21001	0,19947	0,17927	0,15061	0,11529	0,075644	0,034318	-0,0059117	-0,042353	-0,072607	-0,094754	-0,1075	-0,11029	-0,10334	-0,087592	-0,064696	-0,036815	-0,0064761	0,023645	0,050943	0,073095	0,088253	0,095188	0,093395	0,083125	0,065361	0,041731	0,014366	-0,014283	-0,041654	-0,065296	-0,083077	-0,093368	-0,095184	-0,088272	-0,073137	-0,051005	-0,023723	0,0063872	0,036721	0,064604	0,08751	0,10327	0,11025	0,10748	0,094762	0,072646	0,042422	0,0060102	-0,034193	-0,075497	-0,11513	-0,15043	-0,17909	-0,19929	-0,20984	-0,21024	-0,20075
0,1852	0,16083	0,12981	0,094396	0,057162	0,020743	-0,012357	-0,039969	-0,060425	-0,072686	-0,07641	-0,071964	-0,060377	-0,043231	-0,022513	-0,00043129	0,020786	0,039084	0,052762	0,060618	0,062043	0,057063	0,046322	0,031012	0,012743	-0,0066057	-0,025078	-0,040823	-0,052274	-0,058294	-0,05829	-0,05226	-0,040802	-0,025051	-0,0065752	0,012774	0,031039	0,046344	0,057077	0,062048	0,060613	0,052747	0,03906	0,020756	-0,00046464	-0,022547	-0,043262	-0,060402	-0,071981	-0,076416	-0,07268	-0,060408	-0,03994	-0,012319	0,020788	0,05721	0,094444	0,12985	0,16087	0,18523
-0,092038	-0,061421	-0,03245	-0,0069538	0,01363	0,028357	0,036827	0,039185	0,036084	0,02859	0,01807	0,0060449	-0,0059564	-0,016541	-0,024576	-0,029282	-0,030291	-0,027658	-0,021838	-0,013614	-0,0040062	0,0058487	0,014819	0,021903	0,026328	0,027633	0,02571	0,020812	0,013522	0,0046821	-0,0046929	-0,013531	-0,02082	-0,025715	-0,027635	-0,026327	-0,021898	-0,014812	-0,0058384	0,004018	0,013627	0,02185	0,027668	0,030298	0,029285	0,024574	0,016535	0,0059458	-0,0060594	-0,018087	-0,028609	-0,036101	-0,0392	-0,036836	-0,028359	-0,013622	0,0069741	0,032484	0,061469	0,092101
0,010719	0,023636	0,036005	0,043114	0,040319	0,02471	-0,0033755	-0,039556	-0,075754	-0,1018	-0,10806	-0,088364	-0,04255	0,022443	0,093287	0,15295	0,18481	0,17719	0,12706	0,041863	-0,061392	-0,15961	-0,22904	-0,25123	-0,21808	-0,13444	-0,017542	0,1068	0,21024	0,2688	0,2688	0,21024	0,1068	-0,017542	-0,13444	-0,21808	-0,25123	-0,22904	-0,15961	-0,061392	0,041863	0,12706	0,17719	0,18481	0,15295	0,093287	0,022443	-0,04255	-0,088364	-0,10806	-0,1018	-0,075754	-0,039556	-0,0033755	0,02471	0,040319	0,043114	0,036005	0,023636	0,010719
-0,021455	-0,024588	-0,019447	-0,0044454	0,018827	0,045287	0,067206	0,076176	0,065735	0,033905	-0,01522	-0,071518	-0,12075	-0,14809	-0,14229	-0,09955	-0,025557	0,064792	0,15042	0,20912	0,22343	0,18575	0,10115	-0,013025	-0,13088	-0,22419	-0,26951	-0,25442	-0,18094	-0,065407	0,065408	0,18094	0,25442	0,26951	0,22418	0,13087	0,013022	-0,10115	-0,18574	-0,22341	-0,2091	-0,1504	-0,064784	0,025556	0,099539	0,14228	0,14807	0,12074	0,071506	0,015217	-0,0339	-0,065723	-0,076161	-0,067191	-0,045275	-0,018821	0,0044449	0,019441	0,02458	0,021447
